;Age;Gender;Education Level;Job Title;Years of Experience;Salary_usd;Country;Race;Graduated high-school type;Hours-per-week;Avarege Salary per-year_usd;Employment type 
261;37.0;Female;Bachelor's;Senior Financial Manager;10.0;120000.0;USA;African American;State; 42.5;76.728;FT
262;46.0;Male;PhD;Senior Data Scientist;18.0;160000.0;China;Chinese;Private; 37.5;33.356;FT
263;31.0;Female;Bachelor's;Junior Marketing Coordinator;3.0;50000.0;Australia;White;State;50;198.668;FT
264;42.0;Male;Bachelor's;Senior Operations Manager;12.0;110000.0;Canada;Black;Private; 42.5;36.77;FT
265;29.0;Female;Bachelor's;Junior Sales Representative;1.5;40000.0;USA;African American;Private;55;103556;FT
266;36.0;Male;Bachelor's;Senior Marketing Specialist;8.0;95000.0;UK;White;Private; 42.5;40.33;FT
267;44.0;Female;Master's;Senior HR Specialist;15.0;140000.0;China;Chinese;Private; 42.5;76.978;FT
268;33.0;Male;Bachelor's;Junior Operations Manager;4.0;60000.0;China;Korean;Private; 47.5;146.66;FT
269;39.0;Female;Bachelor's;Senior Marketing Coordinator;9.0;110000.0;China;White;Private; 42.5;116.666;FT
270;45.0;Male;PhD;Senior Data Engineer;16.0;150000.0;Australia;Asian;Private; 47.5;76.728;FT
271;32.0;Female;Bachelor's;Junior Marketing Manager;4.0;60000.0;UK;Welsh;Private; 42.5;136.532;FT
272;37.0;Male;Bachelor's;Senior Financial Analyst;8.0;90000.0;Australia;Australian;Private;50;58.151;FT
273;47.0;Female;Master's;Director of Marketing;20.0;180000.0;UK;Mixed;Private; 42.5;102.249;FT
274;30.0;Male;Bachelor's;Junior Business Analyst;2.0;40000.0;Australia;Australian;Private; Varies significantly;67.629;FT
275;38.0;Female;Bachelor's;Senior Project Manager;9.0;120000.0;UK;Asian;State; 42.5;114.787;FT
276;46.0;Male;PhD;Senior Data Analyst;17.0;160000.0;UK;Asian;Private; 42.5;85.032;FT
277;34.0;Female;Bachelor's;Junior Financial Analyst;5.0;70000.0;UK;Mixed;Private; 42.5;51.079;FT
278;36.0;Male;Bachelor's;Senior Product Manager;8.0;95000.0;Australia;Asian;Private; 47.5;113.391;FT
279;49.0;Female;Master's;Director of Operations;21.0;180000.0;UK;Mixed;Private; 42.5;116.666;FT
280;31.0;Male;Bachelor's;Junior Operations Analyst;3.0;50000.0;USA;Hispanic;State; 42.5;80.904;FT
281;41.0;Female;Bachelor's;Senior Project Coordinator;11.0;95000.0;Canada;Black;Private; 47.5;75.311;FT
282;47.0;Male;Master's;Director of Marketing;19.0;170000.0;Canada;White;Private; 42.5;87.288;FT
283;29.0;Female;Bachelor's;Junior Business Development Associate;1.5;35000.0;Australia;White;State; 47.5;61.112;FT
284;35.0;Male;Bachelor's;Senior Financial Manager;9.0;100000.0;Canada;White;Private; 42.5;72.646;PT
285;44.0;Female;PhD;Senior Product Designer;15.0;150000.0;China;White;Private; 52.5;75.24;CT
286;33.0;Male;Bachelor's;Junior Business Analyst;4.0;60000.0;Canada;Black;Other; 42.5;140.94;FT
287;35.0;Female;Bachelor's;Senior Marketing Analyst;8.0;85000.0;China;Chinese;Other; 42.5;39.092;FT
288;44.0;Male;Bachelor's;Senior Software Engineer;13.0;130000.0;Canada;White;State;50;102.249;FT
289;32.0;Male;Bachelor's;Junior Product Manager;4.0;65000.0;China;Chinese;Private; 42.5;85.363;FT
290;38.0;Female;Bachelor's;Senior Business Analyst;10.0;110000.0;Australia;Asian;Private; 42.5;148.425;FT
291;49.0;Male;PhD;Director of Operations;21.0;180000.0;USA;Asian;State; 47.5;50.494;FT
292;29.0;Female;Bachelor's;Junior Marketing Specialist;2.0;40000.0;Australia;Australian;State; 42.5;55.299;FT
293;35.0;Male;Bachelor's;Senior Business Development Manager;7.0;90000.0;USA;Hispanic;State; 42.5;107.005;FT
294;45.0;Female;Master's;Senior HR Manager;14.0;140000.0;UK;Welsh;Other; 47.5;49.349;FT
295;33.0;Male;Bachelor's;Junior Financial Analyst;4.0;60000.0;China;Korean;State; 42.5;159.959;FT
296;40.0;Female;Bachelor's;Senior Marketing Manager;12.0;130000.0;Australia;Asian;Private; 42.5;67.691;FT
297;44.0;Male;PhD;Senior Data Scientist;16.0;160000.0;Australia;Asian;Private;55;111.498;FT
298;30.0;Female;Bachelor's;Junior Operations Coordinator;2.0;40000.0;Australia;White;Private; 42.5;120.644;FT
299;37.0;Male;Bachelor's;Senior Marketing Analyst;9.0;100000.0;UK;Mixed;State; 47.5;189.843;FT
300;48.0;Female;Master's;Director of HR;20.0;180000.0;USA;Hispanic;State; 42.5;62.045;FT
301;31.0;Male;Bachelor's;Junior Project Manager;3.0;55000.0;Canada;Black;State; 42.5;124.927;FT
302;38.0;Female;Bachelor's;Senior Operations Coordinator;9.0;120000.0;Canada;Asian;State; 42.5;58.622;FT
303;45.0;Male;PhD;Senior Data Engineer;16.0;150000.0;Canada;Black;State; 47.5;136.532;FT
304;33.0;Female;Bachelor's;Junior Marketing Manager;5.0;70000.0;UK;Mixed;State; 52.5;63.43;FT
305;36.0;Male;Bachelor's;Senior Business Analyst;8.0;95000.0;China;Chinese;Private; 42.5;62.74;FT
306;49.0;Female;Master's;Director of Marketing;21.0;180000.0;China;White;State;45;100.561;FT
307;31.0;Male;Bachelor's;Junior Operations Analyst;3.0;50000.0;Canada;Black;State; 42.5;61.112;FT
308;42.0;Female;Bachelor's;Senior Project Manager;12.0;120000.0;Australia;White;State; 42.5;88.829;FT
309;47.0;Male;Master's;Director of Marketing;19.0;170000.0;UK;White;State; 47.5;72.021;FT
310;29.0;Female;Bachelor's;Junior Business Development Associate;1.5;35000.0;Australia;White;State; 47.5;102.249;FT
311;35.0;Male;Bachelor's;Senior Financial Manager;9.0;100000.0;Australia;Asian;State; 42.5;100.561;FT
312;44.0;Female;PhD;Senior Product Designer;15.0;150000.0;Australia;Asian;State; 47.5;35.538;FT
313;33.0;Male;Bachelor's;Junior Business Analyst;4.0;60000.0;UK;White;Private; 42.5;88.855;FT
314;35.0;Female;Bachelor's;Senior Marketing Analyst;8.0;85000.0;Canada;Black;State; 42.5;63.43;FT
315;44.0;Male;Bachelor's;Senior Software Engineer;13.0;130000.0;Australia;White;Other; 42.5;66.741;FT
316;34.0;Female;Master's;Senior Financial Advisor;6.0;80000.0;Canada;White;State;50;102.249;FT
317;36.0;Male;Bachelor's;Senior Marketing Specialist;8.0;95000.0;Canada;White;State; 42.5;113.391;FT
318;30.0;Female;Bachelor's;Junior HR Coordinator;2.0;40000.0;UK;Welsh;State; 47.5;33.046;FT
319;37.0;Male;Bachelor's;Senior Business Development Manager;10.0;120000.0;China;Chinese;State; 47.5;41.112;FT
320;45.0;Female;Master's;Senior Marketing Manager;16.0;160000.0;Canada;Black;Private; 47.5;88.316;FT
321;32.0;Male;Bachelor's;Junior Financial Advisor;4.0;65000.0;USA;Hispanic;Private; 42.5;58.694;FT
322;39.0;Female;Bachelor's;Senior Project Manager;12.0;130000.0;Canada;White;Other; 47.5;159.55;FT
323;47.0;Male;PhD;Director of Engineering;20.0;180000.0;China;White;State; 42.5;72.021;FT
324;29.0;Female;Bachelor's;Junior Marketing Analyst;2.0;40000.0;Australia;Australian;State; 42.5;85.032;FT
325;36.0;Male;Bachelor's;Senior Operations Manager;9.0;100000.0;UK;Asian;State; 42.5;123.701;FT
326;43.0;Female;PhD;Senior Data Scientist;15.0;150000.0;USA;African American;Private; 42.5;100.561;FT
327;32.0;Male;Bachelor's;Junior Marketing Coordinator;3.0;55000.0;Canada;White;State; Varies significantly;48.531;FT
328;38.0;Female;Bachelor's;Senior Business Analyst;10.0;110000.0;China;White;State; 42.5;114.787;FT
329;48.0;Male;Master's;Director of Marketing;21.0;180000.0;China;Chinese;State; 42.5;102.249;FT
330;31.0;Female;Bachelor's;Junior Business Development Associate;3.0;50000.0;China;Korean;Other; 42.5;67.629;FT
331;40.0;Male;Bachelor's;Senior Financial Analyst;12.0;130000.0;Australia;White;State; 42.5;62.74;FT
332;45.0;Female;PhD;Senior UX Designer;16.0;160000.0;Australia;Asian;State; 47.5;152.61;FT
333;33.0;Male;Bachelor's;Junior Product Manager;4.0;60000.0;Canada;Asian;State; 42.5;54.339;FT
334;36.0;Female;Bachelor's;Senior Marketing Manager;8.0;95000.0;China;Korean;State; 42.5;75.24;FT
335;47.0;Male;Master's;Director of Operations;19.0;170000.0;China;Chinese;Private; 42.5;94.454;FT
336;29.0;Female;Bachelor's;Junior Project Manager;2.0;40000.0;UK;Mixed;State; 47.5;61.112;FT
337;34.0;Male;Bachelor's;Senior Operations Coordinator;7.0;90000.0;UK;Asian;Other; 47.5;83.801;FT
338;44.0;Female;PhD;Senior Business Analyst;15.0;150000.0;UK;White;State; 42.5;73.046;FT
339;33.0;Male;Bachelor's;Junior Marketing Specialist;5.0;70000.0;UK;Welsh;State; 42.5;56.691;FT
340;35.0;Female;Bachelor's;Senior Financial Manager;8.0;90000.0;Australia;White;State; 42.5;66.556;FT
341;43.0;Male;Master's;Director of Marketing;18.0;170000.0;China;Korean;State; 42.5;102.249;FT
342;31.0;Female;Bachelor's;Junior Financial Analyst;3.0;50000.0;UK;Asian;State; 42.5;42.445;FT
343;41.0;Male;Bachelor's;Senior Product Manager;14.0;150000.0;Canada;White;State;50;102.249;FT
344;44.0;Female;PhD;Senior Data Engineer;16.0;160000.0;Canada;Asian;State;30;101.559;FT
345;33.0;Male;Bachelor's;Junior Business Analyst;4.0;60000.0;Canada;Black;State;32.5;135.556;FT
346;35.0;Female;Bachelor's;Senior Marketing Analyst;8.0;85000.0;Canada;Asian;State;55;116.666;FT
347;45.0;Male;Master's;Director of Engineering;19.0;180000.0;China;Chinese;Other;35.5;102.249;FT
348;28.0;Female;Bachelor's;Junior Operations Manager;1.0;35000.0;Canada;Asian;State;44;53.796;FT
349;36.0;Male;Bachelor's;Senior Business Development Manager;8.0;110000.0;USA;Asian;State;48.5;68.905;FT
350;44.0;Female;PhD;Senior Data Scientist;16.0;160000.0;China;Chinese;Other;23;76.728;FT
351;31.0;Male;Bachelor's;Junior Marketing Coordinator;3.0;55000.0;Canada;Black;State;38;33.356;FT
352;38.0;Female;Bachelor's;Senior Business Analyst;10.0;110000.0;Canada;Black;State;38.5;198.668;FT
353;48.0;Male;Master's;Director of Marketing;21.0;180000.0;Canada;Asian;Other;40;36.77;FT
354;31.0;Female;Bachelor's;Junior Business Development Associate;3.0;50000.0;Canada;Black;State;42.5;103556;FT
355;40.0;Male;Bachelor's;Senior Financial Analyst;12.0;130000.0;USA;White;State;50;40.33;FT
356;45.0;Female;PhD;Senior UX Designer;16.0;160000.0;UK;Asian;State;42.5;76.978;FT
357;33.0;Male;Bachelor's;Junior Product Manager;4.0;60000.0;Canada;White;Other;36;146.66;FT
358;36.0;Female;Bachelor's;Senior Marketing Manager;8.0;95000.0;UK;Welsh;State;42.5;116.666;FT
359;47.0;Male;Master's;Director of Operations;19.0;170000.0;UK;Welsh;State;55.5;76.728;FT
360;29.0;Female;Bachelor's;Junior Project Manager;2.0;40000.0;Australia;Australian;State;40;136.532;FT
361;34.0;Male;Bachelor's;Senior Operations Coordinator;7.0;90000.0;China;Chinese;State;42.5;58.151;FT
362;44.0;Female;PhD;Senior Business Analyst;15.0;150000.0;UK;Welsh;Private; 42.5;102.249;FT
363;33.0;Male;Bachelor's;Junior Marketing Specialist;5.0;70000.0;Canada;White;Private; 42.5;67.629;FT
364;35.0;Female;Bachelor's;Senior Financial Manager;8.0;90000.0;China;Chinese;State; 47.5;114.787;FT
365;43.0;Male;Master's;Director of Marketing;18.0;170000.0;Canada;Asian;State; 42.5;85.032;FT
366;31.0;Female;Bachelor's;Junior Financial Analyst;3.0;50000.0;Canada;Black;State;50;51.079;FT
367;41.0;Male;Bachelor's;Senior Product Manager;14.0;150000.0;China;Chinese;State; 42.5;113.391;FT
368;44.0;Female;PhD;Senior Data Engineer;16.0;160000.0;Australia;White;State; 47.5;116.666;FT
369;33.0;Male;Bachelor's;Junior Business Analyst;4.0;60000.0;UK;Welsh;Other; 47.5;80.904;FT
370;35.0;Female;Bachelor's;Senior Marketing Analyst;8.0;85000.0;China;White;Other; 42.5;75.311;FT
371;43.0;Male;Master's;Director of Operations;19.0;170000.0;China;White;State;45;87.288;FT
372;29.0;Female;Bachelor's;Junior Project Manager;2.0;40000.0;USA;Asian;State; 42.5;61.112;FT
373;34.0;Male;Bachelor's;Senior Operations Coordinator;7.0;90000.0;China;White;State;45;72.646;FT
374;44.0;Female;PhD;Senior Business Analyst;15.0;150000.0;UK;White;State; 42.5;75.24;FT
375;31.0;Male;Master's;Data Scientist;6.0;160000.0;Australia;White;State; 47.5;140.94;FT
376;28.0;Female;Bachelor's;Software Engineer;3.0;125000.0;Canada;Black;State; 42.5;39.092;FT
377;26.0;Male;Master's;Product Manager;2.0;120000.0;China;White;State; 47.5;102.249;FT
378;27.0;Female;Bachelor's;Data Analyst;2.0;110000.0;UK;Mixed;State; 47.5;85.363;FT
379;30.0;Male;PhD;Data Scientist;5.0;180000.0;China;Korean;State; 42.5;148.425;FT
380;29.0;Female;Bachelor's;Software Engineer;4.0;140000.0;Australia;White;State; 37.5;50.494;FT
381;32.0;Male;Bachelor's;Product Manager;7.0;170000.0;USA;Asian;Other;50;55.299;FT
382;25.0;Female;Master's;Data Analyst;1.0;100000.0;China;White;State; 42.5;107.005;FT
383;33.0;Male;PhD;Data Scientist;8.0;190000.0;UK;Mixed;State;55;49.349;FT
384;31.0;Female;Bachelor's;Software Engineer;6.0;155000.0;UK;Welsh;State; 42.5;159.959;FT
385;28.0;Male;Master's;Product Manager;3.0;130000.0;Canada;Black;State; 42.5;67.691;FT
386;30.0;Female;Bachelor's;Data Analyst;5.0;145000.0;USA;African American;State; 47.5;111.498;FT
387;27.0;Male;PhD;Data Scientist;2.0;115000.0;USA;African American;State; 42.5;120.644;FT
388;29.0;Female;Bachelor's;Software Engineer;4.0;140000.0;USA;Hispanic;State; 47.5;189.843;FT
389;34.0;Male;Bachelor's;Product Manager;9.0;185000.0;China;Chinese;Private; 42.5;62.045;FT
390;25.0;Female;Master's;Data Analyst;1.0;100000.0;Australia;Australian;State;50;124.927;FT
391;33.0;Male;PhD;Data Scientist;8.0;190000.0;Canada;Black;State; 42.5;58.622;FT
392;31.0;Female;Bachelor's;Software Engineer;6.0;155000.0;UK;Welsh;State; Varies significantly;136.532;FT
393;28.0;Male;Master's;Product Manager;3.0;130000.0;Australia;White;State; 42.5;63.43;FT
394;30.0;Female;Bachelor's;Data Analyst;5.0;145000.0;Australia;White;Private; 42.5;62.74;FT
395;28.0;Male;Bachelor's;Software Engineer;3.0;125000.0;China;Korean;Private; 42.5;100.561;FT
396;26.0;Female;Master's;Product Manager;2.0;120000.0;USA;White;State; 47.5;61.112;FT
397;27.0;Male;Bachelor's;Data Analyst;2.0;110000.0;USA;African American;Private; 42.5;88.829;FT
398;30.0;Female;PhD;Data Scientist;5.0;180000.0;China;Korean;Other; 42.5;72.021;FT
399;29.0;Male;Bachelor's;Software Engineer;4.0;140000.0;USA;Hispanic;Other; 47.5;102.249;FT
400;32.0;Male;Bachelor's;Product Manager;7.0;170000.0;China;Chinese;State; 42.5;100.561;FT
401;25.0;Female;Master's;Data Analyst;1.0;100000.0;Australia;Asian;State; 47.5;35.538;FT
402;33.0;Male;PhD;Data Scientist;8.0;190000.0;Canada;Asian;State; 42.5;88.855;FT
403;31.0;Female;Bachelor's;Software Engineer;6.0;155000.0;Australia;Australian;Private; 52.5;63.43;FT
404;28.0;Male;Master's;Product Manager;3.0;130000.0;Canada;Asian;State; 42.5;66.741;FT
405;30.0;Female;Bachelor's;Data Analyst;5.0;145000.0;Canada;Asian;State; 42.5;102.249;FT
406;27.0;Male;PhD;Data Scientist;2.0;115000.0;UK;Asian;Private;50;113.391;FT
407;29.0;Female;Bachelor's;Software Engineer;4.0;140000.0;Australia;White;State; 42.5;33.046;FT
408;34.0;Male;Bachelor's;Product Manager;9.0;185000.0;Canada;White;State; 42.5;41.112;FT
409;25.0;Female;Master's;Data Analyst;1.0;100000.0;China;White;Other; 47.5;88.316;FT
410;33.0;Male;PhD;Data Scientist;8.0;190000.0;UK;White;State; 42.5;58.694;FT
411;31.0;Female;Bachelor's;Software Engineer;6.0;155000.0;Australia;Australian;State; 42.5;159.55;FT
412;28.0;Male;Master's;Product Manager;3.0;130000.0;Canada;Asian;Private; 47.5;72.021;FT
413;30.0;Female;Bachelor's;Data Analyst;5.0;145000.0;Canada;White;State; 42.5;85.032;FT
414;28.0;Male;Bachelor's;Software Engineer;3.0;125000.0;Australia;Asian;State; 42.5;123.701;FT
415;26.0;Female;Master's;Product Manager;2.0;120000.0;USA;White;State;55;100.561;FT
416;27.0;Male;Bachelor's;Data Analyst;2.0;110000.0;Australia;White;State; 42.5;48.531;FT
417;30.0;Female;PhD;Data Scientist;5.0;180000.0;Canada;Black;Private; 47.5;114.787;FT
418;29.0;Male;Bachelor's;Software Engineer;4.0;140000.0;Australia;Asian;Private; 42.5;102.249;FT
419;32.0;Male;Bachelor's;Product Manager;7.0;170000.0;USA;African American;State; 42.5;67.629;FT
420;25.0;Female;Master's;Data Analyst;1.0;100000.0;Canada;Black;State; 42.5;62.74;FT
421;33.0;Male;PhD;Data Scientist;8.0;190000.0;Australia;Australian;State; 47.5;152.61;FT
422;31.0;Female;Bachelor's;Software Engineer;6.0;155000.0;China;Chinese;State; 52.5;54.339;FT
423;28.0;Male;Master's;Product Manager;3.0;130000.0;UK;Mixed;Private; 42.5;75.24;FT
424;30.0;Female;Bachelor's;Data Analyst;5.0;145000.0;China;White;State;45;94.454;FT
425;27.0;Male;PhD;Data Scientist;2.0;115000.0;Australia;Australian;State; 42.5;61.112;FT
426;29.0;Female;Bachelor's;Software Engineer;4.0;140000.0;China;Korean;State; 42.5;83.801;FT
427;34.0;Male;Bachelor's;Product Manager;9.0;185000.0;China;Korean;State; 47.5;73.046;FT
428;25.0;Female;Master's;Data Analyst;1.0;100000.0;China;Chinese;Private; 47.5;56.691;FT
429;33.0;Male;PhD;Data Scientist;8.0;190000.0;USA;Asian;State; 42.5;66.556;FT
430;31.0;Female;Bachelor's;Software Engineer;6.0;155000.0;Australia;Asian;Private; 47.5;102.249;FT
431;28.0;Male;Master's;Product Manager;3.0;130000.0;Australia;Australian;Private; 42.5;42.445;FT
432;30.0;Female;Bachelor's;Data Analyst;5.0;145000.0;Australia;Australian;State; 42.5;102.249;FT
433;28.0;Male;Bachelor's;Software Engineer;3.0;125000.0;Canada;Black;State; 42.5;101.559;FT
434;26.0;Female;Master's;Product Manager;2.0;120000.0;UK;Asian;State;50;135.556;FT
435;27.0;Male;Bachelor's;Data Analyst;2.0;110000.0;China;White;Private; 42.5;116.666;FT
436;30.0;Female;PhD;Data Scientist;5.0;180000.0;USA;African American;State; 47.5;102.249;FT
437;29.0;Male;Bachelor's;Software Engineer;4.0;140000.0;Canada;Asian;State; 47.5;53.796;FT
438;32.0;Male;Bachelor's;Product Manager;7.0;170000.0;China;Korean;Private; 47.5;68.905;FT
439;25.0;Female;Master's;Data Analyst;1.0;100000.0;Australia;Asian;Private; 42.5;76.728;FT
440;33.0;Male;PhD;Data Scientist;8.0;190000.0;USA;Asian;State; 47.5;33.356;FT
441;31.0;Female;Bachelor's;Software Engineer;6.0;155000.0;China;Chinese;State; 42.5;198.668;FT
442;28.0;Male;Master's;Product Manager;3.0;130000.0;USA;Hispanic;Private; 42.5;36.77;FT
443;30.0;Female;Bachelor's;Data Analyst;5.0;145000.0;USA;White;Private; 42.5;103556;FT
444;27.0;Male;PhD;Data Scientist;2.0;115000.0;China;Korean;Private; 42.5;40.33;FT
445;29.0;Female;Bachelor's;Software Engineer;4.0;140000.0;USA;African American;State;42;76.978;FT
446;34.0;Male;Bachelor's;Product Manager;9.0;185000.0;China;Chinese;Other; 42.5;146.66;FT
447;25.0;Female;Master's;Data Analyst;1.0;100000.0;UK;Mixed;State; 42.5;116.666;FT
448;33.0;Male;PhD;Data Scientist;8.0;190000.0;UK;Welsh;Private; 42.5;76.728;FT
449;31.0;Female;Bachelor's;Software Engineer;6.0;155000.0;Australia;Asian;State; 42.5;136.532;FT
450;28.0;Male;Master's;Product Manager;3.0;130000.0;USA;Asian;Private; 47.5;58.151;FT
451;30.0;Female;Bachelor's;Data Analyst;5.0;145000.0;Australia;White;Private; 42.5;102.249;FT
452;27.0;Male;PhD;Data Scientist;2.0;115000.0;China;Korean;Private; 42.5;67.629;FT
453;29.0;Female;Bachelor's;Software Engineer;4.0;140000.0;USA;Hispanic;Private; 42.5;114.787;FT
454;34.0;Male;Bachelor's;Product Manager;9.0;185000.0;UK;Mixed;State; 47.5;85.032;FT
455;25.0;Female;Master's;Data Analyst;1.0;100000.0;Australia;Australian;Other; 47.5;51.079;FT
456;33.0;Male;PhD;Data Scientist;8.0;190000.0;China;Chinese;State; 42.5;113.391;FT
457;31.0;Female;Bachelor's;Software Engineer;6.0;155000.0;USA;Hispanic;State; 42.5;116.666;FT
458;28.0;Male;Master's;Product Manager;3.0;130000.0;Canada;Asian;State; 42.5;80.904;FT
459;30.0;Female;Bachelor's;Data Analyst;5.0;145000.0;Australia;Asian;Private; 42.5;75.311;FT
460;28.0;Male;Bachelor's;Software Engineer;3.0;125000.0;Australia;Asian;Other; 42.5;87.288;FT
461;26.0;Female;Master's;Product Manager;2.0;120000.0;Australia;Australian;State;50;61.112;FT
462;27.0;Male;Bachelor's;Data Analyst;2.0;110000.0;Australia;Asian;State;30;72.646;FT
463;30.0;Female;PhD;Data Scientist;5.0;180000.0;USA;Asian;Other;32.5;75.24;FT
464;29.0;Male;Bachelor's;Software Engineer;4.0;140000.0;USA;Hispanic;State;55;140.94;PT
465;32.0;Male;Bachelor's;Product Manager;7.0;170000.0;Canada;White;State;35.5;39.092;FT
466;25.0;Female;Master's;Data Analyst;1.0;100000.0;UK;Welsh;Private;44;102.249;FT
467;33.0;Male;PhD;Data Scientist;8.0;190000.0;China;Korean;Private;48.5;85.363;FT
468;31.0;Female;Bachelor's;Software Engineer;6.0;155000.0;USA;Asian;State;23;148.425;FT
469;28.0;Male;Master's;Product Manager;3.0;130000.0;UK;Mixed;State;38;50.494;FT
470;30.0;Female;Bachelor's;Data Analyst;5.0;145000.0;Australia;White;State;38.5;55.299;FT
471;27.0;Male;PhD;Data Scientist;2.0;115000.0;Australia;Asian;State;40;107.005;FT
